100,-46.53963975,26.33582277,37.7219808,19.23687536,34,28.944
200,-2.196716583,18.23331199,41.51676225,30.86003916,37,30.296
300,-50.83845189,30.01728141,36.26302904,32.97641828,34,28.873
400,-46.87139032,21.68637273,30.03188401,21.66219342,33,31.02
500,18.97318891,49.47598627,62.47485714,44.2834936,43,29.37
600,-89.44371885,24.24685175,36.54260963,10.01328314,34,29.354
700,-75.34749422,13.69932324,37.07404642,13.49296884,34,30.143
800,31.70553679,35.70263131,60.85436024,52.02035045,43,29.766
900,7.706757882,45.62126501,52.50256546,41.7814266,42,28.526
1000,-30.48851828,24.29301711,37.58829944,41.75004279,37,28.381
1100,-74.02852255,22.63134638,41.75607368,23.14521039,34,27.645
1200,0.610350458,33.8688202,50.14265665,27.04355002,39,30.168
1300,-39.01700617,15.48205258,45.15886063,33.5631698,36,37.99
1400,-37.87432438,10.68647728,31.27105524,19.41000162,31,33.84
1500,-279.9113988,-32.75658277,-28.28113683,-51.12817141,13,36.973
1600,-224.0119007,-10.35062569,2.771351886,-45.78974879,21,36.319
1700,-220.9587676,-13.51288408,4.150463118,-54.86189558,19,36.65
1800,-180.4799072,-28.34444853,-3.400985383,-34.19609691,17,35.886
1900,-11.19931772,20.2375513,34.93920772,11.69227578,33,33.425
2000,-36.84772583,-4.362020623,15.41996334,4.659060023,25,34.911
2100,-89.03257051,-14.9319459,-0.855705892,-4.191229163,19,35.675
2200,-59.15556171,-14.89392866,9.393959942,-11.4255084,23,35.082
2300,-66.96727917,-15.97293671,10.40781261,-7.330244818,25,36.815
2400,-93.71796927,-34.16704627,7.132157365,-22.9603397,21,36.59
2500,-80.454766,-15.02020599,1.922006164,-17.83406129,20,36.468
2600,-3.912893085,13.50090484,29.59631451,5.048223543,31,33.695
2700,-101.2751129,-25.35174191,0.938094647,-28.69457469,19,37.221
2800,-127.9913425,-33.27355055,-2.533578924,-24.03393613,18,36.44
2900,-162.0767703,-15.3173196,-19.42972648,-28.31799383,19,36.556
3000,-222.9301989,-36.48177005,-39.69282258,-66.46454494,12,37.63
3100,-133.9799859,-27.58708958,-10.01295931,-33.64676683,20,36.874
3200,-46.16767059,-2.514620271,-1.920206603,-19.94445226,25,36.196
3300,-15.51633666,0.695534974,-3.930136532,5.421120836,28,34.895
3400,-223.7721461,-43.4647563,-57.1046348,-22.51450969,12,35.064
3500,-77.97630207,-6.907853914,-8.289411533,-7.24910347,24,34.702
3600,-196.1957492,-32.24788729,-43.42196311,-2.432713668,18,34.322
3700,-52.5195748,-2.222026191,-0.54511343,-1.964666639,27,34.064
3800,-100.7764205,-7.749244371,-3.719490944,3.216307219,26,35.424
3900,-34.13366997,-1.825828948,-12.83673689,10.35460794,26,34.405
4000,27.42509218,7.692731797,24.59625645,26.56448929,35,33.696
4100,-76.86002112,-8.053339635,-8.774421835,-16.40991913,25,34.794
4200,-57.35024011,-8.881775785,-11.72041805,-10.82419974,24,34.92
4300,-105.2438838,-35.22117978,-26.88603812,-24.50928849,19,36.717
4400,-7.414538453,17.81770717,-8.647487603,11.23607787,31,34.292
4500,-108.2104829,-6.451243513,-23.88674403,-25.49445571,23,34.845
4600,-33.15650526,14.35613996,-22.69511867,7.710938171,29,34.491
4700,-144.6791043,-33.90188971,-42.45908484,-21.40121752,16,34.092
4800,-94.02338296,-11.09777366,-33.17074253,-15.17925868,23,35.688
4900,-126.1065553,-27.46381915,-52.36830992,-16.5303127,17,36.396
5000,-51.3541462,-9.759347814,-12.84700184,-5.842482475,21,35.898
5100,-160.6897081,-30.00098354,-29.14311932,-45.01625037,17,36.408
5200,-145.3891835,-26.11998643,-40.44713323,-55.51371301,16,36.222
5300,-107.1557042,-14.73399264,-26.45809586,-17.07202432,19,35.37
5400,-120.4413411,-17.58979083,-35.16059055,-26.40424344,16,35.918
5500,-74.20131577,-5.612705738,-14.99033819,-8.449606639,24,35.124
5600,-106.7670039,-17.49595771,-33.65644029,-23.4889566,18,36.016
5700,-119.9964929,-21.89743865,-29.00627609,-24.51662206,16,35.427
5800,-234.1399737,-38.87557298,-65.7195608,-49.22437128,9,37.054
5900,-90.09771381,-7.223254046,-24.74039314,-14.27597972,23,34.36
6000,-147.8024582,-10.02441289,-48.62965871,-20.93398784,21,35.384
6100,-66.75434617,-1.535640953,-43.95073635,2.630718849,24,34.835
6200,-113.8950799,-22.88495453,-33.04231922,-17.72528727,17,36.607
6300,-149.795249,-40.88764594,-46.2189575,-23.36769783,18,37.53
6400,-145.0321548,-34.35468747,-45.52177588,-36.54828673,11,37.127
6500,-163.169581,-31.33206286,-53.47074603,-25.54283382,15,37.631
6600,-134.9947691,-12.49612143,-54.3668945,-22.22136748,15,38.059
6700,-146.9580123,-16.6522442,-37.39412625,-34.69773823,19,35.505
6800,-135.6614074,-13.52665833,-46.3068716,-25.20818536,19,36.023
6900,-136.2308778,-16.76015456,-35.20206453,-37.98925366,17,37.157
7000,-194.3739858,-46.13149883,-49.83007946,-34.70408585,10,37.473
7100,-95.44555176,-13.88525145,-26.19066278,-6.201537912,21,36.211
